model,variable,scenario,available
MRI_MRI-ESM2-0_r1i1p1f1,evspsbl,ssp245,1
MRI_MRI-ESM2-0_r1i1p1f1,evspsbl,ssp370,1
MRI_MRI-ESM2-0_r1i1p1f1,evspsbl,ssp585,1
MRI_MRI-ESM2-0_r1i1p1f1,mrsos,historical,1
MRI_MRI-ESM2-0_r1i1p1f1,mrsos,ssp119,1
MRI_MRI-ESM2-0_r1i1p1f1,mrsos,ssp126,1
MRI_MRI-ESM2-0_r1i1p1f1,mrsos,ssp245,1
MRI_MRI-ESM2-0_r1i1p1f1,mrsos,ssp370,1
MRI_MRI-ESM2-0_r1i1p1f1,mrsos,ssp585,1
MRI_MRI-ESM2-0_r1i1p1f1,mrro,historical,1
MRI_MRI-ESM2-0_r1i1p1f1,mrro,ssp119,1
MRI_MRI-ESM2-0_r1i1p1f1,mrro,ssp126,1
MRI_MRI-ESM2-0_r1i1p1f1,mrro,ssp245,1
MRI_MRI-ESM2-0_r1i1p1f1,mrro,ssp370,1
MRI_MRI-ESM2-0_r1i1p1f1,mrro,ssp585,1
MRI_MRI-ESM2-0_r1i1p1f1,prsn,historical,1
MRI_MRI-ESM2-0_r1i1p1f1,prsn,ssp119,1
MRI_MRI-ESM2-0_r1i1p1f1,prsn,ssp126,1
MRI_MRI-ESM2-0_r1i1p1f1,prsn,ssp245,1
MRI_MRI-ESM2-0_r1i1p1f1,prsn,ssp370,1
MRI_MRI-ESM2-0_r1i1p1f1,prsn,ssp585,1
MRI_MRI-ESM2-0_r1i1p1f1,siconc,historical,0
MRI_MRI-ESM2-0_r1i1p1f1,siconc,ssp119,0
MRI_MRI-ESM2-0_r1i1p1f1,siconc,ssp126,0
MRI_MRI-ESM2-0_r1i1p1f1,siconc,ssp245,0
MRI_MRI-ESM2-0_r1i1p1f1,siconc,ssp370,0
MRI_MRI-ESM2-0_r1i1p1f1,siconc,ssp585,0
MRI_MRI-ESM2-0_r1i1p1f1,sfcwind,historical,1
MRI_MRI-ESM2-0_r1i1p1f1,sfcwind,ssp119,1
MRI_MRI-ESM2-0_r1i1p1f1,sfcwind,ssp126,1
MRI_MRI-ESM2-0_r1i1p1f1,sfcwind,ssp245,1
MRI_MRI-ESM2-0_r1i1p1f1,sfcwind,ssp370,1
MRI_MRI-ESM2-0_r1i1p1f1,sfcwind,ssp585,1
MRI_MRI-ESM2-0_r1i1p1f1,clt,historical,1
MRI_MRI-ESM2-0_r1i1p1f1,clt,ssp119,1
MRI_MRI-ESM2-0_r1i1p1f1,clt,ssp126,1
MRI_MRI-ESM2-0_r1i1p1f1,clt,ssp245,1
MRI_MRI-ESM2-0_r1i1p1f1,clt,ssp370,1
MRI_MRI-ESM2-0_r1i1p1f1,clt,ssp585,1
MRI_MRI-ESM2-0_r1i1p1f1,rsds,historical,1
MRI_MRI-ESM2-0_r1i1p1f1,rsds,ssp119,1
MRI_MRI-ESM2-0_r1i1p1f1,rsds,ssp126,1
MRI_MRI-ESM2-0_r1i1p1f1,rsds,ssp245,1
MRI_MRI-ESM2-0_r1i1p1f1,rsds,ssp370,1
MRI_MRI-ESM2-0_r1i1p1f1,rsds,ssp585,1
MRI_MRI-ESM2-0_r1i1p1f1,rlds,historical,1
MRI_MRI-ESM2-0_r1i1p1f1,rlds,ssp119,1
MRI_MRI-ESM2-0_r1i1p1f1,rlds,ssp126,1
MRI_MRI-ESM2-0_r1i1p1f1,rlds,ssp245,1
MRI_MRI-ESM2-0_r1i1p1f1,rlds,ssp370,1
MRI_MRI-ESM2-0_r1i1p1f1,rlds,ssp585,1
MRI_MRI-ESM2-0_r1i1p1f1,sst,historical,1
MRI_MRI-ESM2-0_r1i1p1f1,sst,ssp119,1
MRI_MRI-ESM2-0_r1i1p1f1,sst,ssp126,1
MRI_MRI-ESM2-0_r1i1p1f1,sst,ssp245,1
MRI_MRI-ESM2-0_r1i1p1f1,sst,ssp370,1
MRI_MRI-ESM2-0_r1i1p1f1,sst,ssp585,0
MRI_MRI-ESM2-0_r1i1p1f1,psl,historical,1
MRI_MRI-ESM2-0_r1i1p1f1,psl,ssp119,1
MRI_MRI-ESM2-0_r1i1p1f1,psl,ssp126,1
MRI_MRI-ESM2-0_r1i1p1f1,psl,ssp245,1
MRI_MRI-ESM2-0_r1i1p1f1,psl,ssp370,1
MRI_MRI-ESM2-0_r1i1p1f1,psl,ssp585,1
NCAR_CESM2-WACCM_r1i1p1f1,t,historical,1
NCAR_CESM2-WACCM_r1i1p1f1,t,ssp119,0
NCAR_CESM2-WACCM_r1i1p1f1,t,ssp126,0
NCAR_CESM2-WACCM_r1i1p1f1,t,ssp245,0
NCAR_CESM2-WACCM_r1i1p1f1,t,ssp370,1
NCAR_CESM2-WACCM_r1i1p1f1,t,ssp585,1
NCAR_CESM2-WACCM_r1i1p1f1,tn,historical,0
NCAR_CESM2-WACCM_r1i1p1f1,tn,ssp119,0
NCAR_CESM2-WACCM_r1i1p1f1,tn,ssp126,0
NCAR_CESM2-WACCM_r1i1p1f1,tn,ssp245,0
NCAR_CESM2-WACCM_r1i1p1f1,tn,ssp370,0
NCAR_CESM2-WACCM_r1i1p1f1,tn,ssp585,0
NCAR_CESM2-WACCM_r1i1p1f1,tx,historical,0
NCAR_CESM2-WACCM_r1i1p1f1,tx,ssp119,0
NCAR_CESM2-WACCM_r1i1p1f1,tx,ssp126,0
NCAR_CESM2-WACCM_r1i1p1f1,tx,ssp245,0
NCAR_CESM2-WACCM_r1i1p1f1,tx,ssp370,0
NCAR_CESM2-WACCM_r1i1p1f1,tx,ssp585,0
NCAR_CESM2-WACCM_r1i1p1f1,dtr,historical,0
NCAR_CESM2-WACCM_r1i1p1f1,dtr,ssp119,0
NCAR_CESM2-WACCM_r1i1p1f1,dtr,ssp126,0
NCAR_CESM2-WACCM_r1i1p1f1,dtr,ssp245,0
NCAR_CESM2-WACCM_r1i1p1f1,dtr,ssp370,0
NCAR_CESM2-WACCM_r1i1p1f1,dtr,ssp585,0
NCAR_CESM2-WACCM_r1i1p1f1,hd,historical,0
NCAR_CESM2-WACCM_r1i1p1f1,hd,ssp119,0
NCAR_CESM2-WACCM_r1i1p1f1,hd,ssp126,0
NCAR_CESM2-WACCM_r1i1p1f1,hd,ssp245,0
NCAR_CESM2-WACCM_r1i1p1f1,hd,ssp370,0
NCAR_CESM2-WACCM_r1i1p1f1,hd,ssp585,0
NCAR_CESM2-WACCM_r1i1p1f1,cd,historical,0
NCAR_CESM2-WACCM_r1i1p1f1,cd,ssp119,0
NCAR_CESM2-WACCM_r1i1p1f1,cd,ssp126,0
NCAR_CESM2-WACCM_r1i1p1f1,cd,ssp245,0
NCAR_CESM2-WACCM_r1i1p1f1,cd,ssp370,0
NCAR_CESM2-WACCM_r1i1p1f1,cd,ssp585,0
NCAR_CESM2-WACCM_r1i1p1f1,r,historical,1
NCAR_CESM2-WACCM_r1i1p1f1,r,ssp119,0
NCAR_CESM2-WACCM_r1i1p1f1,r,ssp126,0
NCAR_CESM2-WACCM_r1i1p1f1,r,ssp245,0
NCAR_CESM2-WACCM_r1i1p1f1,r,ssp370,1
NCAR_CESM2-WACCM_r1i1p1f1,r,ssp585,1
NCAR_CESM2-WACCM_r1i1p1f1,spei6,historical,0
NCAR_CESM2-WACCM_r1i1p1f1,spei6,ssp119,0
NCAR_CESM2-WACCM_r1i1p1f1,spei6,ssp126,0
NCAR_CESM2-WACCM_r1i1p1f1,spei6,ssp245,0
NCAR_CESM2-WACCM_r1i1p1f1,spei6,ssp370,0
NCAR_CESM2-WACCM_r1i1p1f1,spei6,ssp585,0
NCAR_CESM2-WACCM_r1i1p1f1,pet,historical,0
NCAR_CESM2-WACCM_r1i1p1f1,pet,ssp119,0
NCAR_CESM2-WACCM_r1i1p1f1,pet,ssp126,0
NCAR_CESM2-WACCM_r1i1p1f1,pet,ssp245,0
NCAR_CESM2-WACCM_r1i1p1f1,pet,ssp370,0
NCAR_CESM2-WACCM_r1i1p1f1,pet,ssp585,0
NCAR_CESM2-WACCM_r1i1p1f1,huss,historical,1
NCAR_CESM2-WACCM_r1i1p1f1,huss,ssp119,0
NCAR_CESM2-WACCM_r1i1p1f1,huss,ssp126,0
NCAR_CESM2-WACCM_r1i1p1f1,huss,ssp245,0
NCAR_CESM2-WACCM_r1i1p1f1,huss,ssp370,1
NCAR_CESM2-WACCM_r1i1p1f1,huss,ssp585,1
NCAR_CESM2-WACCM_r1i1p1f1,evspsbl,historical,1
NCAR_CESM2-WACCM_r1i1p1f1,evspsbl,ssp119,0
NCAR_CESM2-WACCM_r1i1p1f1,evspsbl,ssp126,0
NCAR_CESM2-WACCM_r1i1p1f1,evspsbl,ssp245,0
NCAR_CESM2-WACCM_r1i1p1f1,evspsbl,ssp370,1
NCAR_CESM2-WACCM_r1i1p1f1,evspsbl,ssp585,1
NCAR_CESM2-WACCM_r1i1p1f1,mrsos,historical,1
NCAR_CESM2-WACCM_r1i1p1f1,mrsos,ssp119,0
NCAR_CESM2-WACCM_r1i1p1f1,mrsos,ssp126,0
NCAR_CESM2-WACCM_r1i1p1f1,mrsos,ssp245,0
NCAR_CESM2-WACCM_r1i1p1f1,mrsos,ssp370,1
NCAR_CESM2-WACCM_r1i1p1f1,mrsos,ssp585,1
NCAR_CESM2-WACCM_r1i1p1f1,mrro,historical,1
NCAR_CESM2-WACCM_r1i1p1f1,mrro,ssp119,0
NCAR_CESM2-WACCM_r1i1p1f1,mrro,ssp126,0
NCAR_CESM2-WACCM_r1i1p1f1,mrro,ssp245,0
NCAR_CESM2-WACCM_r1i1p1f1,mrro,ssp370,1
NCAR_CESM2-WACCM_r1i1p1f1,mrro,ssp585,1
NCAR_CESM2-WACCM_r1i1p1f1,prsn,historical,0
NCAR_CESM2-WACCM_r1i1p1f1,prsn,ssp119,0
NCAR_CESM2-WACCM_r1i1p1f1,prsn,ssp126,0
NCAR_CESM2-WACCM_r1i1p1f1,prsn,ssp245,0
NCAR_CESM2-WACCM_r1i1p1f1,prsn,ssp370,0
NCAR_CESM2-WACCM_r1i1p1f1,prsn,ssp585,0
NCAR_CESM2-WACCM_r1i1p1f1,siconc,historical,0
NCAR_CESM2-WACCM_r1i1p1f1,siconc,ssp119,0
NCAR_CESM2-WACCM_r1i1p1f1,siconc,ssp126,0
NCAR_CESM2-WACCM_r1i1p1f1,siconc,ssp245,0
NCAR_CESM2-WACCM_r1i1p1f1,siconc,ssp370,0
NCAR_CESM2-WACCM_r1i1p1f1,siconc,ssp585,0
NCAR_CESM2-WACCM_r1i1p1f1,sfcwind,historical,1
NCAR_CESM2-WACCM_r1i1p1f1,sfcwind,ssp119,0
NCAR_CESM2-WACCM_r1i1p1f1,sfcwind,ssp126,0
NCAR_CESM2-WACCM_r1i1p1f1,sfcwind,ssp245,0
NCAR_CESM2-WACCM_r1i1p1f1,sfcwind,ssp370,1
NCAR_CESM2-WACCM_r1i1p1f1,sfcwind,ssp585,1
NCAR_CESM2-WACCM_r1i1p1f1,clt,historical,1
NCAR_CESM2-WACCM_r1i1p1f1,clt,ssp119,0
NCAR_CESM2-WACCM_r1i1p1f1,clt,ssp126,0
NCAR_CESM2-WACCM_r1i1p1f1,clt,ssp245,0
NCAR_CESM2-WACCM_r1i1p1f1,clt,ssp370,1
NCAR_CESM2-WACCM_r1i1p1f1,clt,ssp585,0
NCAR_CESM2-WACCM_r1i1p1f1,rsds,historical,1
NCAR_CESM2-WACCM_r1i1p1f1,rsds,ssp119,0
NCAR_CESM2-WACCM_r1i1p1f1,rsds,ssp126,0
NCAR_CESM2-WACCM_r1i1p1f1,rsds,ssp245,0
NCAR_CESM2-WACCM_r1i1p1f1,rsds,ssp370,1
NCAR_CESM2-WACCM_r1i1p1f1,rsds,ssp585,0
NCAR_CESM2-WACCM_r1i1p1f1,rlds,historical,1
NCAR_CESM2-WACCM_r1i1p1f1,rlds,ssp119,0
NCAR_CESM2-WACCM_r1i1p1f1,rlds,ssp126,0
NCAR_CESM2-WACCM_r1i1p1f1,rlds,ssp245,0
NCAR_CESM2-WACCM_r1i1p1f1,rlds,ssp370,1
NCAR_CESM2-WACCM_r1i1p1f1,rlds,ssp585,0
NCAR_CESM2-WACCM_r1i1p1f1,sst,historical,0
NCAR_CESM2-WACCM_r1i1p1f1,sst,ssp119,0
NCAR_CESM2-WACCM_r1i1p1f1,sst,ssp126,0
NCAR_CESM2-WACCM_r1i1p1f1,sst,ssp245,0
NCAR_CESM2-WACCM_r1i1p1f1,sst,ssp370,0
NCAR_CESM2-WACCM_r1i1p1f1,sst,ssp585,0
NCAR_CESM2-WACCM_r1i1p1f1,psl,historical,1
NCAR_CESM2-WACCM_r1i1p1f1,psl,ssp119,0
NCAR_CESM2-WACCM_r1i1p1f1,psl,ssp126,0
NCAR_CESM2-WACCM_r1i1p1f1,psl,ssp245,0
NCAR_CESM2-WACCM_r1i1p1f1,psl,ssp370,1
NCAR_CESM2-WACCM_r1i1p1f1,psl,ssp585,1
NCC_NorESM2-LM_r1i1p1f1,t,historical,0
NCC_NorESM2-LM_r1i1p1f1,t,ssp119,0
NCC_NorESM2-LM_r1i1p1f1,t,ssp126,0
NCC_NorESM2-LM_r1i1p1f1,t,ssp245,0
NCC_NorESM2-LM_r1i1p1f1,t,ssp370,0
NCC_NorESM2-LM_r1i1p1f1,t,ssp585,0
NCC_NorESM2-LM_r1i1p1f1,tn,historical,0
NCC_NorESM2-LM_r1i1p1f1,tn,ssp119,0
NCC_NorESM2-LM_r1i1p1f1,tn,ssp126,0
NCC_NorESM2-LM_r1i1p1f1,tn,ssp245,0
NCC_NorESM2-LM_r1i1p1f1,tn,ssp370,0
NCC_NorESM2-LM_r1i1p1f1,tn,ssp585,0
NCC_NorESM2-LM_r1i1p1f1,tx,historical,0
NCC_NorESM2-LM_r1i1p1f1,tx,ssp119,0
NCC_NorESM2-LM_r1i1p1f1,tx,ssp126,0
NCC_NorESM2-LM_r1i1p1f1,tx,ssp245,0
NCC_NorESM2-LM_r1i1p1f1,tx,ssp370,0
NCC_NorESM2-LM_r1i1p1f1,tx,ssp585,0
NCC_NorESM2-LM_r1i1p1f1,dtr,historical,0
NCC_NorESM2-LM_r1i1p1f1,dtr,ssp119,0
NCC_NorESM2-LM_r1i1p1f1,dtr,ssp126,0
NCC_NorESM2-LM_r1i1p1f1,dtr,ssp245,0
NCC_NorESM2-LM_r1i1p1f1,dtr,ssp370,0
NCC_NorESM2-LM_r1i1p1f1,dtr,ssp585,0
NCC_NorESM2-LM_r1i1p1f1,hd,historical,0
NCC_NorESM2-LM_r1i1p1f1,hd,ssp119,0
NCC_NorESM2-LM_r1i1p1f1,hd,ssp126,0
NCC_NorESM2-LM_r1i1p1f1,hd,ssp245,0
NCC_NorESM2-LM_r1i1p1f1,hd,ssp370,0
NCC_NorESM2-LM_r1i1p1f1,hd,ssp585,0
NCC_NorESM2-LM_r1i1p1f1,cd,historical,0
NCC_NorESM2-LM_r1i1p1f1,cd,ssp119,0
NCC_NorESM2-LM_r1i1p1f1,cd,ssp126,0
NCC_NorESM2-LM_r1i1p1f1,cd,ssp245,0
NCC_NorESM2-LM_r1i1p1f1,cd,ssp370,0
NCC_NorESM2-LM_r1i1p1f1,cd,ssp585,0
NCC_NorESM2-LM_r1i1p1f1,r,historical,0
NCC_NorESM2-LM_r1i1p1f1,r,ssp119,0
NCC_NorESM2-LM_r1i1p1f1,r,ssp126,0
NCC_NorESM2-LM_r1i1p1f1,r,ssp245,0
NCC_NorESM2-LM_r1i1p1f1,r,ssp370,0
NCC_NorESM2-LM_r1i1p1f1,r,ssp585,0
NCC_NorESM2-LM_r1i1p1f1,spei6,historical,0
NCC_NorESM2-LM_r1i1p1f1,spei6,ssp119,0
NCC_NorESM2-LM_r1i1p1f1,spei6,ssp126,0
NCC_NorESM2-LM_r1i1p1f1,spei6,ssp245,0
NCC_NorESM2-LM_r1i1p1f1,spei6,ssp370,0
NCC_NorESM2-LM_r1i1p1f1,spei6,ssp585,0
NCC_NorESM2-LM_r1i1p1f1,pet,historical,0
NCC_NorESM2-LM_r1i1p1f1,pet,ssp119,0
NCC_NorESM2-LM_r1i1p1f1,pet,ssp126,0
NCC_NorESM2-LM_r1i1p1f1,pet,ssp245,0
NCC_NorESM2-LM_r1i1p1f1,pet,ssp370,0
NCC_NorESM2-LM_r1i1p1f1,pet,ssp585,0
NCC_NorESM2-LM_r1i1p1f1,huss,historical,0
NCC_NorESM2-LM_r1i1p1f1,huss,ssp119,0
NCC_NorESM2-LM_r1i1p1f1,huss,ssp126,0
NCC_NorESM2-LM_r1i1p1f1,huss,ssp245,0
NCC_NorESM2-LM_r1i1p1f1,huss,ssp370,0
NCC_NorESM2-LM_r1i1p1f1,huss,ssp585,0
NCC_NorESM2-LM_r1i1p1f1,evspsbl,historical,0
NCC_NorESM2-LM_r1i1p1f1,evspsbl,ssp119,0
NCC_NorESM2-LM_r1i1p1f1,evspsbl,ssp126,0
NCC_NorESM2-LM_r1i1p1f1,evspsbl,ssp245,0
NCC_NorESM2-LM_r1i1p1f1,evspsbl,ssp370,0
NCC_NorESM2-LM_r1i1p1f1,evspsbl,ssp585,0
NCC_NorESM2-LM_r1i1p1f1,mrsos,historical,1
NCC_NorESM2-LM_r1i1p1f1,mrsos,ssp119,0
NCC_NorESM2-LM_r1i1p1f1,mrsos,ssp126,1
NCC_NorESM2-LM_r1i1p1f1,mrsos,ssp245,1
NCC_NorESM2-LM_r1i1p1f1,mrsos,ssp370,1
NCC_NorESM2-LM_r1i1p1f1,mrsos,ssp585,1
NCC_NorESM2-LM_r1i1p1f1,mrro,historical,1
NCC_NorESM2-LM_r1i1p1f1,mrro,ssp119,0
NCC_NorESM2-LM_r1i1p1f1,mrro,ssp126,1
NCC_NorESM2-LM_r1i1p1f1,mrro,ssp245,1
NCC_NorESM2-LM_r1i1p1f1,mrro,ssp370,1
NCC_NorESM2-LM_r1i1p1f1,mrro,ssp585,1
NCC_NorESM2-LM_r1i1p1f1,prsn,historical,0
NCC_NorESM2-LM_r1i1p1f1,prsn,ssp119,0
NCC_NorESM2-LM_r1i1p1f1,prsn,ssp126,0
NCC_NorESM2-LM_r1i1p1f1,prsn,ssp245,0
NCC_NorESM2-LM_r1i1p1f1,prsn,ssp370,0
NCC_NorESM2-LM_r1i1p1f1,prsn,ssp585,0
NCC_NorESM2-LM_r1i1p1f1,siconc,historical,0
NCC_NorESM2-LM_r1i1p1f1,siconc,ssp119,0
NCC_NorESM2-LM_r1i1p1f1,siconc,ssp126,0
NCC_NorESM2-LM_r1i1p1f1,siconc,ssp245,0
NCC_NorESM2-LM_r1i1p1f1,siconc,ssp370,0
NCC_NorESM2-LM_r1i1p1f1,siconc,ssp585,0
NCC_NorESM2-LM_r1i1p1f1,sfcwind,historical,1
NCC_NorESM2-LM_r1i1p1f1,sfcwind,ssp119,0
NCC_NorESM2-LM_r1i1p1f1,sfcwind,ssp126,1
NCC_NorESM2-LM_r1i1p1f1,sfcwind,ssp245,1
NCC_NorESM2-LM_r1i1p1f1,sfcwind,ssp370,1
NCC_NorESM2-LM_r1i1p1f1,sfcwind,ssp585,1
NCC_NorESM2-LM_r1i1p1f1,clt,historical,0
NCC_NorESM2-LM_r1i1p1f1,clt,ssp119,0
NCC_NorESM2-LM_r1i1p1f1,clt,ssp126,0
NCC_NorESM2-LM_r1i1p1f1,clt,ssp245,0
NCC_NorESM2-LM_r1i1p1f1,clt,ssp370,0
NCC_NorESM2-LM_r1i1p1f1,clt,ssp585,0
NCC_NorESM2-LM_r1i1p1f1,rsds,historical,0
NCC_NorESM2-LM_r1i1p1f1,rsds,ssp119,0
NCC_NorESM2-LM_r1i1p1f1,rsds,ssp126,0
NCC_NorESM2-LM_r1i1p1f1,rsds,ssp245,0
NCC_NorESM2-LM_r1i1p1f1,rsds,ssp370,0
NCC_NorESM2-LM_r1i1p1f1,rsds,ssp585,0
NCC_NorESM2-LM_r1i1p1f1,rlds,historical,0
NCC_NorESM2-LM_r1i1p1f1,rlds,ssp119,0
NCC_NorESM2-LM_r1i1p1f1,rlds,ssp126,0
NCC_NorESM2-LM_r1i1p1f1,rlds,ssp245,0
NCC_NorESM2-LM_r1i1p1f1,rlds,ssp370,0
NCC_NorESM2-LM_r1i1p1f1,rlds,ssp585,0
NCC_NorESM2-LM_r1i1p1f1,sst,historical,0
NCC_NorESM2-LM_r1i1p1f1,sst,ssp119,0
NCC_NorESM2-LM_r1i1p1f1,sst,ssp126,0
NCC_NorESM2-LM_r1i1p1f1,sst,ssp245,0
NCC_NorESM2-LM_r1i1p1f1,sst,ssp370,0
NCC_NorESM2-LM_r1i1p1f1,sst,ssp585,0
NCC_NorESM2-LM_r1i1p1f1,psl,historical,0
NCC_NorESM2-LM_r1i1p1f1,psl,ssp119,0
NCC_NorESM2-LM_r1i1p1f1,psl,ssp126,0
NCC_NorESM2-LM_r1i1p1f1,psl,ssp245,0
NCC_NorESM2-LM_r1i1p1f1,psl,ssp370,0
NCC_NorESM2-LM_r1i1p1f1,psl,ssp585,0
NCC_NorESM2-MM_r1i1p1f1,t,historical,1
NCC_NorESM2-MM_r1i1p1f1,t,ssp119,0
NCC_NorESM2-MM_r1i1p1f1,t,ssp126,1
NCC_NorESM2-MM_r1i1p1f1,t,ssp245,1
NCC_NorESM2-MM_r1i1p1f1,t,ssp370,1
NCC_NorESM2-MM_r1i1p1f1,t,ssp585,1
NCC_NorESM2-MM_r1i1p1f1,tn,historical,1
NCC_NorESM2-MM_r1i1p1f1,tn,ssp119,0
NCC_NorESM2-MM_r1i1p1f1,tn,ssp126,1
NCC_NorESM2-MM_r1i1p1f1,tn,ssp245,1
NCC_NorESM2-MM_r1i1p1f1,tn,ssp370,1
NCC_NorESM2-MM_r1i1p1f1,tn,ssp585,1
NCC_NorESM2-MM_r1i1p1f1,tx,historical,1
NCC_NorESM2-MM_r1i1p1f1,tx,ssp119,0
NCC_NorESM2-MM_r1i1p1f1,tx,ssp126,1
NCC_NorESM2-MM_r1i1p1f1,tx,ssp245,1
NCC_NorESM2-MM_r1i1p1f1,tx,ssp370,1
NCC_NorESM2-MM_r1i1p1f1,tx,ssp585,1
NCC_NorESM2-MM_r1i1p1f1,dtr,historical,1
NCC_NorESM2-MM_r1i1p1f1,dtr,ssp119,0
NCC_NorESM2-MM_r1i1p1f1,dtr,ssp126,1
NCC_NorESM2-MM_r1i1p1f1,dtr,ssp245,1
NCC_NorESM2-MM_r1i1p1f1,dtr,ssp370,1
NCC_NorESM2-MM_r1i1p1f1,dtr,ssp585,1
NCC_NorESM2-MM_r1i1p1f1,hd,historical,1
NCC_NorESM2-MM_r1i1p1f1,hd,ssp119,0
NCC_NorESM2-MM_r1i1p1f1,hd,ssp126,1
NCC_NorESM2-MM_r1i1p1f1,hd,ssp245,1
NCC_NorESM2-MM_r1i1p1f1,hd,ssp370,1
NCC_NorESM2-MM_r1i1p1f1,hd,ssp585,1
NCC_NorESM2-MM_r1i1p1f1,cd,historical,1
NCC_NorESM2-MM_r1i1p1f1,cd,ssp119,0
NCC_NorESM2-MM_r1i1p1f1,cd,ssp126,1
NCC_NorESM2-MM_r1i1p1f1,cd,ssp245,1
NCC_NorESM2-MM_r1i1p1f1,cd,ssp370,1
NCC_NorESM2-MM_r1i1p1f1,cd,ssp585,1
NCC_NorESM2-MM_r1i1p1f1,r,historical,1
NCC_NorESM2-MM_r1i1p1f1,r,ssp119,0
NCC_NorESM2-MM_r1i1p1f1,r,ssp126,1
NCC_NorESM2-MM_r1i1p1f1,r,ssp245,1
NCC_NorESM2-MM_r1i1p1f1,r,ssp370,1
NCC_NorESM2-MM_r1i1p1f1,r,ssp585,1
NCC_NorESM2-MM_r1i1p1f1,spei6,historical,1
NCC_NorESM2-MM_r1i1p1f1,spei6,ssp119,0
NCC_NorESM2-MM_r1i1p1f1,spei6,ssp126,1
NCC_NorESM2-MM_r1i1p1f1,spei6,ssp245,1
NCC_NorESM2-MM_r1i1p1f1,spei6,ssp370,1
NCC_NorESM2-MM_r1i1p1f1,spei6,ssp585,1
NCC_NorESM2-MM_r1i1p1f1,pet,historical,1
NCC_NorESM2-MM_r1i1p1f1,pet,ssp119,0
NCC_NorESM2-MM_r1i1p1f1,pet,ssp126,1
NCC_NorESM2-MM_r1i1p1f1,pet,ssp245,1
NCC_NorESM2-MM_r1i1p1f1,pet,ssp370,1
NCC_NorESM2-MM_r1i1p1f1,pet,ssp585,1
NCC_NorESM2-MM_r1i1p1f1,huss,historical,1
NCC_NorESM2-MM_r1i1p1f1,huss,ssp119,0
NCC_NorESM2-MM_r1i1p1f1,huss,ssp126,1
NCC_NorESM2-MM_r1i1p1f1,huss,ssp245,1
NCC_NorESM2-MM_r1i1p1f1,huss,ssp370,1
NCC_NorESM2-MM_r1i1p1f1,huss,ssp585,1
NCC_NorESM2-MM_r1i1p1f1,evspsbl,historical,1
NCC_NorESM2-MM_r1i1p1f1,evspsbl,ssp119,0
NCC_NorESM2-MM_r1i1p1f1,evspsbl,ssp126,1
NCC_NorESM2-MM_r1i1p1f1,evspsbl,ssp245,1
NCC_NorESM2-MM_r1i1p1f1,evspsbl,ssp370,1
NCC_NorESM2-MM_r1i1p1f1,evspsbl,ssp585,1
NCC_NorESM2-MM_r1i1p1f1,mrsos,historical,1
NCC_NorESM2-MM_r1i1p1f1,mrsos,ssp119,0
NCC_NorESM2-MM_r1i1p1f1,mrsos,ssp126,1
NCC_NorESM2-MM_r1i1p1f1,mrsos,ssp245,1
NCC_NorESM2-MM_r1i1p1f1,mrsos,ssp370,1
NCC_NorESM2-MM_r1i1p1f1,mrsos,ssp585,1
NCC_NorESM2-MM_r1i1p1f1,mrro,historical,1
NCC_NorESM2-MM_r1i1p1f1,mrro,ssp119,0
NCC_NorESM2-MM_r1i1p1f1,mrro,ssp126,1
NCC_NorESM2-MM_r1i1p1f1,mrro,ssp245,1
NCC_NorESM2-MM_r1i1p1f1,mrro,ssp370,1
NCC_NorESM2-MM_r1i1p1f1,mrro,ssp585,1
NCC_NorESM2-MM_r1i1p1f1,prsn,historical,1
NCC_NorESM2-MM_r1i1p1f1,prsn,ssp119,0
NCC_NorESM2-MM_r1i1p1f1,prsn,ssp126,1
NCC_NorESM2-MM_r1i1p1f1,prsn,ssp245,1
NCC_NorESM2-MM_r1i1p1f1,prsn,ssp370,1
NCC_NorESM2-MM_r1i1p1f1,prsn,ssp585,1
NCC_NorESM2-MM_r1i1p1f1,siconc,historical,0
NCC_NorESM2-MM_r1i1p1f1,siconc,ssp119,0
NCC_NorESM2-MM_r1i1p1f1,siconc,ssp126,0
NCC_NorESM2-MM_r1i1p1f1,siconc,ssp245,0
NCC_NorESM2-MM_r1i1p1f1,siconc,ssp370,0
NCC_NorESM2-MM_r1i1p1f1,siconc,ssp585,0
NCC_NorESM2-MM_r1i1p1f1,sfcwind,historical,1
NCC_NorESM2-MM_r1i1p1f1,sfcwind,ssp119,0
NCC_NorESM2-MM_r1i1p1f1,sfcwind,ssp126,1
NCC_NorESM2-MM_r1i1p1f1,sfcwind,ssp245,1
NCC_NorESM2-MM_r1i1p1f1,sfcwind,ssp370,1
NCC_NorESM2-MM_r1i1p1f1,sfcwind,ssp585,1
NCC_NorESM2-MM_r1i1p1f1,clt,historical,1
NCC_NorESM2-MM_r1i1p1f1,clt,ssp119,0
NCC_NorESM2-MM_r1i1p1f1,clt,ssp126,1
NCC_NorESM2-MM_r1i1p1f1,clt,ssp245,1
NCC_NorESM2-MM_r1i1p1f1,clt,ssp370,1
NCC_NorESM2-MM_r1i1p1f1,clt,ssp585,1
NCC_NorESM2-MM_r1i1p1f1,rsds,historical,1
NCC_NorESM2-MM_r1i1p1f1,rsds,ssp119,0
NCC_NorESM2-MM_r1i1p1f1,rsds,ssp126,1
